tconst,titleType,primaryTitle,originalTitle,startYear,genres,averageRating,numVotes
tt0000290,short,Dance de l'ivresse,Dance de l'ivresse,1900,Short,,
tt0000291,short,Dans les coulisses,Dans les coulisses,1900,Short,,
tt0000292,short,Danse du papillon,Danse du papillon,1900,"Documentary,Short",5.1,98.0
tt0000293,short,Danse du pas des foulards par des almées,Danse du pas des foulards par des almées,1900,Short,,
tt0000294,short,La danse du ventre,La danse du ventre,1900,Short,,
tt0000295,short,Danse du voile,Danse du voile,1900,Short,,
tt0000296,short,Danse serpentine,Danse serpentine,1900,"Documentary,Short",5.8,246.0
tt0000297,short,Danses,Danses,1900,Short,,
tt0000298,short,Déclaration d'amour,Déclaration d'amour,1900,Short,,
tt0000299,short,Le départ d'Arlequin et de Pierrette,Le départ d'Arlequin et de Pierrette,1900,Short,5.6,261.0
tt0000300,short,The Enchanted Drawing,The Enchanted Drawing,1900,"Animation,Comedy,Fantasy",6.9,1305.0
tt0000301,short,Faust and Marguerite,Faust and Marguerite,1900,"Fantasy,Horror,Short",4.4,417.0
tt0000302,short,"La fée aux choux, ou la naissance des enfants","La fée aux choux, ou la naissance des enfants",1900,Short,5.2,221.0
tt0000303,short,Gavotte directoire,Gavotte directoire,1900,Short,,
tt0000304,short,Grandma's Reading Glass,Grandma's Reading Glass,1900,"Family,Short",6.1,1239.0
tt0000305,short,L'Habanera,L'Habanera,1900,Short,,
tt0000306,short,Le duel d'Hamlet,Le duel d'Hamlet,1900,"Drama,Short",5.3,240.0
tt0000307,short,Happy Hooligan,Happy Hooligan,1900,"Comedy,Short",5.0,92.0
tt0000308,short,The House That Jack Built,The House That Jack Built,1900,Short,5.3,110.0
tt0000309,short,How It Feels to Be Run Over,How It Feels to Be Run Over,1900,"Comedy,Short",6.1,894.0
tt0000310,short,Chimmie Hicks and the Rum Omelet,Chimmie Hicks and the Rum Omelet,1900,"Comedy,Short",7.3,34.0
tt0000312,short,Le lapin,Le lapin,1900,Short,,
tt0000313,short,Let Me Dream Again,Let Me Dream Again,1900,"Comedy,Short",5.8,789.0
tt0000314,short,Leçon de danse,Leçon de danse,1900,Short,,
tt0000315,short,Le marchand de coco,Le marchand de coco,1900,Short,,
tt0000316,short,Marché à la volaille,Marché à la volaille,1900,Short,,
tt0000317,short,Le matelot,Le matelot,1900,Short,,
tt0000318,short,Eine moderne Jungfrau von Orleans,Eine moderne Jungfrau von Orleans,1900,Short,,
tt0000319,short,Maple Leaf Viewing,Momijigari,1899,"Horror,Short",5.8,223.0
tt0000320,short,Mort d'Adonis,Mort d'Adonis,1900,Short,,
tt0000321,short,The Mystic Swing,The Mystic Swing,1900,"Fantasy,Short",4.9,226.0
tt0000322,short,Panorama de Barcelona: monumentos y fiestas,Panorama de Barcelona: monumentos y fiestas,1900,"Documentary,Short",,
tt0000323,short,Pas Japonais,Pas Japonais,1900,Short,,
tt0000324,short,Pas de grâce,Pas de grâce,1900,Short,,
tt0000325,short,Pas des éventails,Pas des éventails,1900,Short,,
tt0000326,short,Pas du poignard,Pas du poignard,1900,Short,,
tt0000327,short,La paysanne,La paysanne,1900,Short,,
tt0000328,short,La petite magicienne,La petite magicienne,1900,Short,6.3,14.0
tt0000329,short,Le Polichinelle,Le Polichinelle,1900,Short,,
tt0000330,short,La poupée noire,La poupée noire,1900,Short,,
tt0000331,short,La reine des jouets,La reine des jouets,1900,Short,,
tt0000332,short,Retour des champs,Retour des champs,1900,"Documentary,Short",,
tt0000333,short,Le sang d'Adonis donnant naissance à la rose rouge,Le sang d'Adonis donnant naissance à la rose rouge,1900,Short,,
tt0000334,short,Saut humidifié de M. Plick,Saut humidifié de M. Plick,1900,"Comedy,Short",,
tt0000335,short,Soldiers of the Cross,Soldiers of the Cross,1900,"Biography,Drama,Short",6.1,55.0
tt0000336,short,La source,La source,1900,Short,,
tt0000337,short,Spanish Bullfight,Spanish Bullfight,1900,"Short,Sport",5.0,370.0
tt0000338,short,Suite de la danse,Suite de la danse,1900,Short,,
tt0000339,short,La tarentelle,La tarentelle,1900,Short,,
tt0000340,short,Uncle Josh in a Spooky Hotel,Uncle Josh in a Spooky Hotel,1900,"Comedy,Fantasy,Short",4.9,316.0
tt0000341,short,Uncle Josh's Nightmare,Uncle Josh's Nightmare,1900,"Comedy,Fantasy,Short",4.9,371.0
tt0000342,short,Une rage de dents,Une rage de dents,1900,"Comedy,Short",,
tt0000343,short,Valse directoire,Valse directoire,1900,Short,,
tt0000344,short,Valse lente,Valse lente,1900,Short,,
tt0000345,short,L'écossaise,L'écossaise,1900,Short,,
tt0000346,short,Another Job for the Undertaker,Another Job for the Undertaker,1901,"Comedy,Short",4.7,225.0
tt0000347,short,Buffalo Bill's Wild West Parade,Buffalo Bill's Wild West Parade,1901,"Documentary,News,Short",4.4,116.0
tt0000348,short,Charmant froufrou,Charmant froufrou,1901,Short,,
tt0000349,short,"What Came Out of the Cheese; or, The Lilliputians in a New York Restaurant","The Cheese Mites, or Lilliputians in a London Restaurant",1901,"Comedy,Short",5.5,133.0
tt0000350,short,The Countryman's First Sight of the Animated Pictures,The Countryman and the Cinematograph,1901,"Comedy,Short",5.8,728.0
tt0000351,short,Danses basques,Danses basques,1901,Short,,
tt0000352,short,Day at the Circus,Day at the Circus,1901,"Documentary,Short",5.5,56.0
tt0000353,short,Execution of Czolgosz with Panorama of Auburn Prison,Execution of Czolgosz with Panorama of Auburn Prison,1901,"Drama,History,Short",5.2,359.0
tt0000354,short,Exercício de Artilharia no Hipódromo de Belém,Exercício de Artilharia no Hipódromo de Belém,1901,"Documentary,Short",,
tt0000355,short,Fire!,Fire!,1901,"Action,Drama,Short",6.2,718.0
tt0000356,short,Frivolité,Frivolité,1901,Short,,
tt0000357,short,The Haunted Curiosity Shop,The Haunted Curiosity Shop,1901,"Comedy,Fantasy,Horror",5.8,454.0
tt0000358,short,History of a Crime,Histoire d'un crime,1901,"Crime,Drama,Short",6.2,723.0
tt0000359,short,The India Rubber Head,L'homme à la tête en caoutchouc,1901,"Comedy,Fantasy,Short",7.1,2962.0
tt0000360,short,Hussards et grisettes,Hussards et grisettes,1901,Short,,
tt0000361,short,Lavatory moderne,Lavatory moderne,1901,Short,7.6,26.0
tt0000362,short,Lecture quotidienne,Lecture quotidienne,1901,Short,,
tt0000363,short,Magical Sword,The Magic Sword,1901,"Fantasy,Romance,Short",6.3,158.0
tt0000364,short,Panorama of Esplanade by Night,Panorama of Esplanade by Night,1901,"Documentary,Short",5.6,168.0
tt0000365,short,Parada de Bombeiros,Parada de Bombeiros,1901,"Documentary,Short",,
tt0000366,short,Uma Parada dos Alunos da Casa Pia de Lisboa,Uma Parada dos Alunos da Casa Pia de Lisboa,1901,"Documentary,Short",,
tt0000367,short,Pas de colombine,Pas de colombine,1901,Short,,
tt0000368,short,Little Red Riding Hood,Le petit chaperon rouge,1901,"Fantasy,Short",6.8,22.0
tt0000369,short,A Road for Children's Bicycles in Barcelona,Pista de bicicletas para niños en Barcelona,1901,"Documentary,Short",,
tt0000370,short,Scrooge; or Marley's Ghost,Scrooge; or Marley's Ghost,1901,"Drama,Fantasy,Horror",5.6,528.0
tt0000371,short,Scène d'amour,Scène d'amour,1901,Short,,
tt0000372,short,Scène d'ivresse,Scène d'ivresse,1901,Short,,
tt0000373,short,The Devil's Seven Castles,Les sept châteaux du diable,1902,"Drama,Horror,Short",6.4,88.0
tt0000374,short,Tel est pris qui croyait prendre,Tel est pris qui croyait prendre,1901,Short,,
tt0000375,short,Uma Tourada à Antiga Portuguesa,Uma Tourada à Antiga Portuguesa,1901,"Documentary,Short",,
tt0000376,short,A táncz,A táncz,1901,"Documentary,Short",6.1,20.0
tt0000377,short,Undressing Extraordinary,Undressing Extraordinary,1901,"Comedy,Fantasy,Short",6.2,124.0
tt0000378,short,Les vagues,Les vagues,1901,Short,,
tt0000379,short,Visita de la escuadra inglesa a Barcelona,Visita de la escuadra inglesa a Barcelona,1901,"Documentary,Short",3.9,12.0
tt0000380,short,Sleeping Beauty,La belle au bois dormant,1903,"Drama,Fantasy,Short",6.9,27.0
tt0000381,short,Buffalo Bill's Wild West Show,Buffalo Bill's Wild West Show,1902,"News,Short",3.6,26.0
tt0000382,short,Carnaval en las ramblas,Carnaval en las ramblas,1902,"Documentary,Short",,
tt0000383,short,Carreras de caballos en el hipódromo de Barcelona,Carreras de caballos en el hipódromo de Barcelona,1902,"Documentary,Short",,
tt0000384,short,Miss Dundee and Her Performing Dogs,Les chiens savants,1902,"Documentary,Short",5.8,285.0
tt0000385,short,Les clowns,Les clowns,1902,"Comedy,Short",,
tt0000386,short,La cour des miracles,La cour des miracles,1902,"Comedy,Short",,
tt0000387,short,The Coronation of King Edward VII,The Coronation of Edward VII,1902,"History,Short",5.2,384.0
tt0000388,short,Danse excentrique,Danse excentrique,1902,"Music,Short",5.2,129.0
tt0000389,short,Danse fantaisiste,Danse fantaisiste,1902,Short,,
tt0000390,short,Danse mauresque,Danse mauresque,1902,Short,,
tt0000391,short,La dent récalcitrante,La dent récalcitrante,1902,"Comedy,Short",,
tt0000392,short,The Enchanted Cup,The Enchanted Cup,1903,"Fantasy,Short",,
tt0000393,short,En faction,En faction,1902,"Comedy,Short",,
tt0000394,short,Farces de cuisinière,Farces de cuisinière,1902,"Comedy,Short",,
tt0000395,short,La fiole enchantée,La fiole enchantée,1902,Short,,
tt0000396,short,Fruits de saison,Fruits de saison,1902,Short,,
tt0000397,short,La gavotte,La gavotte,1902,Short,,
tt0000398,short,La gigue,La gigue,1902,Short,,
tt0000399,short,Jack and the Beanstalk,Jack and the Beanstalk,1902,"Fantasy,Short",6.1,757.0
tt0000400,short,Le lion savant,Le lion savant,1902,"Comedy,Short",5.9,17.0
tt0000401,short,Le marchand de ballons,Le marchand de ballons,1902,"Comedy,Short",,
tt0000402,short,Mother Goose Nursery Rhymes,Mother Goose Nursery Rhymes,1902,"Comedy,Short",,
tt0000403,short,Le pommier,Le pommier,1902,Short,,
tt0000404,short,Pour secouer la salade,Pour secouer la salade,1902,Short,,
tt0000405,short,La première gamelle,La première gamelle,1902,"Comedy,Short",,
tt0000406,short,The Prince of Darkness,The Prince of Darkness,1900,"Horror,Short",5.8,44.0
tt0000407,short,Procesión de las hijas de María de la parroquia de Sans,Procesión de las hijas de María de la parroquia de Sans,1902,"Documentary,Short",3.6,39.0
tt0000408,short,Quadrille réaliste,Quadrille réaliste,1902,Short,,
tt0000409,short,Midwife to the Upper Classes,Sage-femme de première classe,1902,"Comedy,Short",5.1,235.0
tt0000410,short,Demolishing and Building Up the Star Theatre,Demolishing and Building Up the Star Theatre,1901,"Documentary,Short",6.7,1029.0
tt0000411,short,Trompé mais content,Trompé mais content,1902,"Comedy,Short",,
tt0000412,short,The Troublesome Fly,The Troublesome Fly,1900,"Comedy,Horror,Short",4.2,25.0
tt0000413,short,The Devil's Money Bags,Les trésors de satan,1902,"Comedy,Fantasy,Horror",5.5,459.0
tt0000414,short,Uncle Josh at the Moving Picture Show,Uncle Josh at the Moving Picture Show,1902,"Comedy,Short",5.4,762.0
tt0000415,short,A Peculiar Cabinet,Une scène en cabinet particulier vue à travers le trou de la serrure,1902,Short,,
tt0000416,short,Alcohol and Its Victims,Les victimes de l'alcoolisme,1902,"Drama,Short",5.3,171.0
tt0000417,short,A Trip to the Moon,Le voyage dans la lune,1902,"Action,Adventure,Comedy",8.2,51529.0
tt0000418,short,The Wild Man of Borneo,The Wild Man of Borneo,1902,"Drama,Short",,
tt0000419,short,L'équilibriste,L'équilibriste,1902,Short,,
tt0000420,short,Alice in Wonderland,Alice in Wonderland,1903,"Family,Fantasy,Short",6.2,2698.0
tt0000421,short,Les apaches pas veinards,Les apaches pas veinards,1903,Short,,
tt0000422,short,Les aventures d'un voyageur trop pressé,Les aventures d'un voyageur trop pressé,1903,Short,,
tt0000423,short,The Enchanted Box,La boîte à malice,1903,"Fantasy,Short",5.5,237.0
tt0000424,short,Les braconniers,Les braconniers,1903,Short,,
tt0000425,short,Buffalo Bill's Parade,Buffalo Bill's Parade,1903,"Documentary,Short",4.9,25.0
tt0000426,short,Buffalo Bill's Street Parade,Buffalo Bill's Street Parade,1903,"Documentary,Short",3.8,21.0
tt0000427,short,Cake-walk de la pendule,Cake-walk de la pendule,1903,Short,,
tt0000428,short,Carreras de bicicletas en el parque,Carreras de bicicletas en el parque,1903,"Documentary,Short",,
tt0000429,short,La chasse au cambrioleur,La chasse au cambrioleur,1903,Short,,
tt0000430,short,A Chess Dispute,A Chess Dispute,1903,"Comedy,Short",5.9,694.0
tt0000431,short,Comme on fait son lit on se couche,Comme on fait son lit on se couche,1903,Short,,
tt0000432,short,How Monsieur Takes His Bath,Comment monsieur prend son bain,1903,"Comedy,Short",5.7,231.0
tt0000433,short,Compagnons de voyage encombrants,Compagnons de voyage encombrants,1903,Short,,
tt0000434,short,Dorothy's Dream,Dorothy's Dream,1903,"Fantasy,Short",,
tt0000435,short,Enlèvement en automobile et mariage précipité,Enlèvement en automobile et mariage précipité,1903,Short,,
tt0000436,short,An Extraordinary Cab Accident,An Extraordinary Cab Accident,1903,"Comedy,Short",6.1,520.0
tt0000437,short,Faust et Méphistophélès,Faust et Méphistophélès,1903,"Drama,Horror,Short",5.2,269.0
tt0000438,short,Le fiancé ensorcelé,Le fiancé ensorcelé,1903,Short,,
tt0000439,short,The Great Train Robbery,The Great Train Robbery,1903,"Action,Adventure,Crime",7.3,19786.0
tt0000440,short,La guirlande merveilleuse,La guirlande merveilleuse,1903,"Fantasy,Short",5.4,225.0
tt0000441,short,Gulliver en el país de los gigantes,Gulliver en el país de los gigantes,1903,Short,,
tt0000442,short,Capital Execution,Henrettelsen,1903,"Drama,Short",4.6,89.0
tt0000443,short,Hiawatha,"Hiawatha, the Messiah of the Ojibway",1903,"Adventure,Drama,Short",,
tt0000444,short,Illusionniste renversant,Illusionniste renversant,1903,Short,,
tt0000445,short,Jocko musicien,Jocko musicien,1903,Short,,
tt0000446,short,Kit Carson,Kit Carson,1903,"Short,Western",4.8,25.0
tt0000447,short,Life of an American Fireman,Life of an American Fireman,1903,"Action,Short",6.4,2512.0
tt0000448,short,Le liqueur du couvent,Le liqueur du couvent,1903,Short,,
tt0000449,short,Lutteurs américains,Lutteurs américains,1903,Short,,
tt0000450,short,La main du professeur Hamilton ou le roi des dollars,La main du professeur Hamilton ou le roi des dollars,1903,Short,,
tt0000451,short,Mary Jane's Mishap,Mary Jane's Mishap,1903,"Comedy,Short",6.6,939.0
tt0000452,short,The Messenger Boy's Mistake,The Messenger Boy's Mistake,1903,"Comedy,Romance,Short",4.6,111.0
tt0000453,short,Modelage express,Modelage express,1903,Short,,
tt0000454,short,La mouche,La mouche,1903,Short,,
tt0000455,short,The Music Lover,Le mélomane,1903,"Comedy,Music,Short",6.8,1859.0
tt0000456,short,N.Y. Fire Department Returning,N.Y. Fire Department Returning,1903,"Documentary,Short",4.0,63.0
tt0000457,short,Ne bougeons plus,Ne bougeons plus,1903,Short,,
tt0000458,short,Nos bons étudiants,Nos bons étudiants,1903,Short,,
tt0000459,short,"Panorama of Riker's Island, N.Y.","Panorama of Riker's Island, N.Y.",1903,"Documentary,Short",4.4,77.0
tt0000460,short,The Pioneers,The Pioneers,1903,"Short,Western",,
tt0000461,short,Potage indigeste,Potage indigeste,1903,Short,,
tt0000462,short,La poule fantaisiste,La poule fantaisiste,1903,Short,,
tt0000463,short,Puerto de Barcelona,Puerto de Barcelona,1903,"Documentary,Short",,
tt0000464,short,Rip Van Winkle,Rip Van Winkle,1903,"Comedy,Short",4.8,444.0
tt0000465,short,The Kingdom of the Fairies,Le royaume des fées,1903,"Adventure,Fantasy,Short",7.3,1638.0
tt0000466,short,Répétition dans un cirque,Répétition dans un cirque,1903,Short,,
tt0000467,short,Secours aux naufragés,Secours aux naufragés,1903,Short,,
tt0000468,short,Service précipité,Service précipité,1903,Short,,
tt0000469,short,The Sick Kitten,The Sick Kitten,1903,"Comedy,Family,Short",5.8,1076.0
tt0000470,short,Les surprises de l'affichage,Les surprises de l'affichage,1903,Short,,
tt0000471,short,Uncle Tom's Cabin,Uncle Tom's Cabin,1903,"Drama,Short",5.2,502.0
tt0000472,short,Uncle Tom's Cabin,Uncle Tom's Cabin,1903,"Drama,Short",6.3,23.0
tt0000473,short,La valise enchantée,La valise enchantée,1905,Short,,
tt0000474,short,Le voleur sacrilège,Le voleur sacrilège,1903,Short,,
tt0000475,short,Voyage of the 'Arctic',The Adventurous Voyage of 'The Arctic',1903,"Drama,Short",,
tt0000476,short,Après la fête,Après la fête,1904,Short,,
tt0000477,short,L'assassinat du courrier de Lyon,L'assassinat du courrier de Lyon,1904,"Drama,Short",,
tt0000478,short,Behind the Scenes,Behind the Scenes,1904,"Comedy,Short",,
tt0000479,short,Rum vs. Cherries,Buy Your Own Cherries,1904,"Drama,Short",5.3,392.0
tt0000480,short,Le coffre enchanté,Le coffre enchanté,1904,"Fantasy,Short",5.1,204.0
tt0000481,short,A Collier's Life,A Collier's Life,1904,Short,,
tt0000482,short,Comment on disperse les foules,Comment on disperse les foules,1904,"Comedy,Short",,
tt0000483,short,Les deux rivaux,Les deux rivaux,1904,"Comedy,Short",,
tt0000484,short,Les enfants du miracle,Les enfants du miracle,1904,Short,,
tt0000485,short,La gavotte de la reine,La gavotte de la reine,1904,Short,,
tt0000486,short,A Gentleman of France,A Gentleman of France,1905,"Drama,Short",,
tt0000487,short,The Great Train Robbery,The Great Train Robbery,1904,"Short,Western",6.9,523.0
tt0000488,short,The Land Beyond the Sunset,The Land Beyond the Sunset,1912,"Drama,Fantasy,Short",6.9,815.0
tt0000489,short,La leçon de pipeau,La leçon de pipeau,1904,Short,,
tt0000490,short,L'oiseau envolé,L'oiseau envolé,1904,Short,,
tt0000491,short,Opening the Williamsburg Bridge,Opening the Williamsburg Bridge,1904,"News,Short",3.6,68.0
tt0000492,short,Personal,Personal,1904,"Comedy,Short",4.8,126.0
tt0000493,short,"Pierrot, Murderer",Pierrot assassin,1904,Short,,
tt0000494,short,Le pompon malencontreux,Le pompon malencontreux,1904,Short,,
tt0000495,short,The Pearl Fisher,Le pêcheur de perles,1907,"Fantasy,Short",6.0,112.0
tt0000496,short,Railroad Smashup,Railroad Smashup,1904,"Action,Short",5.9,65.0
tt0000497,short,A Railway Tragedy,A Railway Tragedy,1904,"Crime,Short",5.2,84.0
tt0000498,short,Rescued by Rover,Rescued by Rover,1905,"Crime,Drama,Family",6.6,1229.0
tt0000499,short,The Impossible Voyage,Le voyage à travers l'impossible,1904,"Action,Adventure,Family",7.5,3695.0
tt0000500,short,The Abductors,The Abductors,1905,Short,,
tt0000501,short,Adventures of Sherlock Holmes,Adventures of Sherlock Holmes,1905,"Crime,Drama,Mystery",4.6,51.0
tt0000502,movie,Bohemios,Bohemios,1905,\N,4.1,15.0
tt0000503,short,"Corrida de beneficencia en Zaragoza, por Quinito y Montes","Corrida de beneficencia en Zaragoza, por Quinito y Montes",1905,"Documentary,Short",,
tt0000504,short,Coso y Paseo de Santa Engracia (Calles y plazas de Zaragoza),Coso y Paseo de Santa Engracia (Calles y plazas de Zaragoza),1905,"Documentary,Short",,
tt0000505,short,The Wig Chase,La course à la perruque,1906,"Comedy,Short",6.5,29.0
tt0000506,short,The Effects of Too Much Scotch,"D.T.'s, or the Effect of Drink",1905,"Drama,Short",,
tt0000507,short,Departure of Peary and the Roosevelt from New York,Departure of Peary and the Roosevelt from New York,1905,"News,Short",3.4,59.0
tt0000508,short,Desde el coso a la calle Cerdán (Calles y plazas de Zaragoza),Desde el coso a la calle Cerdán (Calles y plazas de Zaragoza),1905,"Documentary,Short",,
tt0000509,short,The Inexperienced Chauffeur,Les débuts d'un chauffeur,1906,"Comedy,Short",5.8,46.0
tt0000510,short,El dúo de la Africana,El dúo de la Africana,1905,Short,,
tt0000511,short,Esmeralda,Esmeralda,1905,"Drama,Short",6.4,45.0
tt0000512,short,Funeral of Hiram Cronk,Funeral of Hiram Cronk,1905,"Documentary,News,Short",4.5,71.0
tt0000513,short,Gigantes y cabezudos,Gigantes y cabezudos,1905,"Documentary,Short",,
tt0000514,short,Los guapos de la Vaquería del Parque,Los guapos de la Vaquería del Parque,1905,"Comedy,Short",,
tt0000515,short,Los guapos del parque,Los guapos del parque,1904,"Comedy,Short",4.8,95.0
tt0000516,short,The Electric Hotel,El hotel eléctrico,1908,"Animation,Fantasy,Sci-Fi",6.6,1044.0
tt0000517,short,El húsar de la guardia,El húsar de la guardia,1905,Short,,
tt0000518,short,Juanito el forzudo,Juanito el forzudo,1905,Short,,
tt0000519,short,The Kleptomaniac,The Kleptomaniac,1905,"Crime,Drama,Short",5.7,381.0
tt0000520,short,The Life of Charles Peace,The Life of Charles Peace,1905,"Biography,Crime,Short",6.3,55.0
tt0000521,short,The Little Train Robbery,The Little Train Robbery,1905,"Action,Crime,Family",5.5,312.0
tt0000522,short,The Moonshiners,The Moonshiners,1905,"Action,Drama,Short",,
tt0000523,short,Moose Hunting in Newfoundland,Moose Hunting in Newfoundland,1905,"Documentary,Short",,
tt0000524,short,New York Subway,New York Subway,1905,"Documentary,Short",5.8,761.0
tt0000525,short,Hanging at Jefferson City,Pendaison à Jefferson City,1910,"Short,Western",5.4,53.0
tt0000526,short,Pennsylvania Tunnel Excavation,Pennsylvania Tunnel Excavation,1905,"Documentary,Short",4.2,67.0
tt0000527,short,Plaza de la Magdalena (Calles y plazas de Zaragoza),Plaza de la Magdalena (Calles y plazas de Zaragoza),1905,"Documentary,Short",,
tt0000528,short,"Raffles, the Amateur Cracksman","Raffles, the Amateur Cracksman",1905,"Adventure,Romance,Short",6.2,17.0
tt0000529,short,Reuben in the Opium Joint,Reuben in the Opium Joint,1905,"Comedy,Short",,
tt0000530,short,Se da de comer,Se da de comer,1905,"Comedy,Short",,
tt0000531,short,Los sitios de Chile,Los sitios de Chile,1905,"Drama,Short,War",,
tt0000532,short,Torrero y la ribera (Calles y plazas de Zaragoza),Torrero y la ribera (Calles y plazas de Zaragoza),1905,"Documentary,Short",,
tt0000533,short,The Wooing and Wedding of a Coon,The Wooing and Wedding of a Coon,1907,"Comedy,Short",6.7,40.0
tt0000534,short,The '?' Motorist,The '?' Motorist,1906,"Comedy,Fantasy,Sci-Fi",6.6,1195.0
tt0000535,short,The Anarchist's Mother-in-Law,Anarkistens svigermor,1906,"Comedy,Short",4.8,60.0
tt0000536,short,Apachentanz,Apachentanz,1906,Short,,
tt0000537,short,"Arrival of Immigrants, Ellis Island","Arrival of Immigrants, Ellis Island",1906,"Documentary,Short",4.4,93.0
tt0000538,short,"Bilbao, Portugalete y los Altos Hornos","Bilbao, Portugalete y los Altos Hornos",1906,"Documentary,Short",,
tt0000539,short,Bonden i København,Bonden i København,1906,Short,,
tt0000540,short,Branden i Frihavnen,Branden i Frihavnen,1906,Short,,
tt0000541,short,Caros død,Caros død,1906,Short,,
tt0000542,short,Cerveza gratis,Cerveza gratis,1906,"Comedy,Short",,
tt0000543,short,Kong Christian d. IXs Bisættelse,Kong Christian d. IXs Bisættelse,1906,"Documentary,Short",4.8,17.0
tt0000544,short,The Dancer's Dream,The Dancer's Dream,1906,Short,,
tt0000545,short,Dream of a Racetrack Fiend,Dream of a Racetrack Fiend,1906,"Comedy,Short",,
tt0000546,short,Dream of a Rarebit Fiend,Dream of a Rarebit Fiend,1906,"Comedy,Fantasy,Short",6.7,1896.0
tt0000547,short,Ferias en San Sebastián y Cabalgata en la Ría,Ferias en San Sebastián y Cabalgata en la Ría,1906,"Documentary,Short",,
tt0000548,short,Fiskerliv i Norden,Fiskerliv i Norden,1906,Short,,
tt0000549,short,En foræring til min Kone,En foræring til min Kone,1906,Short,,
tt0000550,short,Proklamationen af Kong Frederik d. VIII,Proklamationen af Kong Frederik d. VIII,1906,"News,Short",3.6,13.0
tt0000551,short,Fæstningskrigen,Fæstningskrigen,1906,Short,,
tt0000552,short,The Hand of the Artist,The Hand of the Artist,1907,"Animation,Short",5.7,60.0
tt0000553,short,The Haunted Hotel,The Haunted Hotel,1907,"Comedy,Fantasy,Horror",6.5,445.0
tt0000554,short,Humorous Phases of Funny Faces,Humorous Phases of Funny Faces,1906,"Animation,Comedy,Family",6.3,1350.0
tt0000555,short,Den hvide slavinde,Den hvide slavinde,1907,Short,4.8,17.0
tt0000556,short,Hævnet,Hævnet,1907,"Romance,Short",,
tt0000557,short,Kathleen Mavourneen,Kathleen Mavourneen,1906,"Drama,Romance,Short",4.5,137.0
tt0000558,short,Los kikos,Los kikos,1906,"Documentary,Short",,
tt0000559,short,Konfirmanden,Konfirmanden,1906,Short,,
tt0000560,short,Ladrones burlados,Ladrones burlados,1906,Short,,
tt0000561,short,The Life of a Cowboy,The Life of a Cowboy,1906,"Short,Western",5.0,55.0
tt0000562,short,Os Lusíadas,Os Lusíadas,1906,Short,,
tt0000563,short,Mellem Aber og Bjørne,Mellem Aber og Bjørne,1906,Short,,
tt0000564,short,A Modern Oliver Twist,A Modern Oliver Twist,1906,"Drama,Short",,
tt0000565,short,The Night Before Christmas,The Night Before Christmas,1905,"Animation,Family,Fantasy",6.3,615.0
tt0000566,short,Professorens Morgenavis,Professorens Morgenavis,1906,Short,,
tt0000567,short,The 400 Tricks of the Devil,Les quatre cents farces du diable,1906,"Fantasy,Horror,Short",6.8,1226.0
tt0000568,short,Rosenborg Have,Rosenborg Have,1906,Short,,
tt0000569,short,Røverhøvdingens Flugt og Død,Røverhøvdingens Flugt og Død,1906,"Drama,Short",,
tt0000570,short,San Francisco Disaster,San Francisco Disaster,1906,"Documentary,Short",3.9,55.0
tt0000571,short,The San Francisco Earthquake,The San Francisco Earthquake,1906,"Documentary,History,Short",6.8,69.0
tt0000572,short,Secreto de confesión,Secreto de confesión,1906,Short,,
tt0000573,short,Den sorte maske,Den sorte maske,1906,Short,,
tt0000574,movie,The Story of the Kelly Gang,The Story of the Kelly Gang,1906,"Action,Adventure,Biography",6.0,814.0
tt0000575,short,"20,000 Leagues Under the Sea",20000 lieues sous les mers,1907,"Adventure,Fantasy,Sci-Fi",5.7,514.0
tt0000576,short,Ali Baba and the Forty Thieves,Ali Baba et les quarante voleurs,1907,"Drama,Fantasy,Short",6.1,233.0
tt0000577,short,"Angelo, Tyrant of Padua","Angelo, Tyran fra Padua",1907,"Drama,Short",,
tt0000578,short,"An Awful Skate; or, the Hobo on Rollers","An Awful Skate; or, The Hobo on Rollers",1907,"Comedy,Family,Short",7.4,28.0
tt0000579,short,The Bandit Makes Good,The Bandit Makes Good,1908,"Short,Western",,
tt0000580,short,A Batalha das Flores no Campo Grande,A Batalha das Flores no Campo Grande,1907,"Documentary,Short",,
tt0000581,short,Bauernhaus und Grafenschloß,Bauernhaus und Grafenschloß,1907,Short,,
tt0000582,short,Ben Hur,Ben Hur,1907,"Drama,Short",4.7,712.0
tt0000583,short,The Lady with the Camellias,Kameliadamen,1907,"Drama,Romance,Short",5.1,49.0
tt0000584,short,El ciego de la aldea,El ciego de la aldea,1907,"Crime,Drama,Short",5.0,81.0
tt0000585,short,Concurso de sardanas en el parque Guell,Concurso de sardanas en el parque Guell,1907,"Documentary,Short",,
tt0000586,short,A Curious Dream,A Curious Dream,1907,"Drama,Short",,
tt0000587,short,La dea del mare,La dea del mare,1907,Short,,
tt0000588,short,Der var engang,Der var engang,1907,Short,,
tt0000589,short,Descoberta da América por Cristovão Colombo,Descoberta da América por Cristovão Colombo,1907,"Documentary,Short",,
tt0000590,short,Dr. Skinum,Dr. Skinum,1907,"Comedy,Short",,
tt0000591,movie,The Prodigal Son,L'enfant prodigue,1907,Drama,4.4,20.0
tt0000592,short,Eureka Stockade,Eureka Stockade,1907,Short,,
tt0000593,short,Fiestas de San Antonio,Fiestas de San Antonio,1907,"Documentary,Short",,
